house,sale_id,lot_id,lot_number,w,h,outcome_changed,binary_iou,alpha_iou,control.ndets,control.hough,control.blobs_post_close,control.bboxes,control.sliver_pairs,control.sliver_contour_px,control.sliver_contour_frac,control.sliver_circle_px,control.sliver_circle_frac,control.sliverd3_pairs,control.sliverd3_contour_px,control.sliverd3_contour_frac,control.sliverd3_circle_px,control.sliverd3_circle_frac,auto.ndets,auto.hough,auto.blobs_post_close,auto.bboxes,auto.sliver_pairs,auto.sliver_contour_px,auto.sliver_contour_frac,auto.sliver_circle_px,auto.sliver_circle_frac,auto.sliverd3_pairs,auto.sliverd3_contour_px,auto.sliverd3_contour_frac,auto.sliverd3_circle_px,auto.sliverd3_circle_frac
cng_feature,Auction 91,737191,215742,500,259,1,0.80973,0.90149,2,1,1,"0,0,256,259;238,0,262,259",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"254,0,246,259;0,4,246,251",2,0,0.0,5,0.0001,2,0,0.0,105,0.0022
cng_feature,Auction 91,737203,215748,500,236,1,0.92469,0.91451,2,1,1,"0,0,246,236;241,0,259,236",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"252,0,248,236;0,5,248,226",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737217,215755,500,247,1,0.86001,0.84539,2,1,1,"0,0,248,247;262,7,238,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"250,0,247,247;0,1,244,246",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737230,215761,500,240,1,0.95287,0.93609,2,1,1,"0,0,260,240;248,0,252,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"253,0,247,240;0,0,247,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737241,215767,500,238,1,0.86885,0.81359,2,1,1,"0,0,232,236;249,0,251,238",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"253,0,247,238;0,0,246,238",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737253,215773,500,239,1,0.86562,0.87506,2,1,1,"14,0,250,239;253,0,247,239",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,4,250,231;256,0,244,239",2,0,0.0,0,0.0,2,0,0.0,11,0.00025
cng_feature,Auction 91,737266,215779,500,234,1,0.9706,0.79392,2,1,1,"0,0,241,234;268,0,230,228",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,246,234;253,0,247,234",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737278,215785,500,238,1,0.87379,0.91872,2,1,1,"0,0,241,238;246,0,254,238",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"255,0,245,235;0,0,246,238",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737292,215792,500,235,1,0.87055,0.8072,2,1,1,"0,0,240,235;253,0,240,233",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"252,0,248,235;0,0,245,235",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,737305,215798,500,234,1,0.77516,0.86149,2,1,1,"0,0,259,234;256,0,238,224",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,248,234;253,3,247,228",2,0,0.0,0,0.0,2,0,0.0,0,0.0
