id,side,off_value,off_bg_type,on_value,on_bg_type,ring_truth,off_err,on_err,off_thresh,on_thresh,crosses_110,value_changed
755657,full,33.785,dark,75.0,dark,77.885,-44.1,-2.885,BINARY,BINARY,False,True
755658,full,31.614,dark,75.0,dark,77.885,-46.271,-2.885,BINARY,BINARY,False,True
755659,full,30.205,dark,75.0,dark,77.885,-47.68,-2.885,BINARY,BINARY,False,True
755660,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755661,full,30.978,dark,75.0,dark,77.885,-46.908,-2.885,BINARY,BINARY,False,True
755669,full,33.245,dark,75.0,dark,77.885,-44.641,-2.885,BINARY,BINARY,False,True
755670,full,31.786,dark,75.0,dark,77.885,-46.1,-2.885,BINARY,BINARY,False,True
755673,full,30.927,dark,75.0,dark,77.885,-46.958,-2.885,BINARY,BINARY,False,True
755675,full,32.67,dark,75.0,dark,77.885,-45.215,-2.885,BINARY,BINARY,False,True
755676,full,32.018,dark,75.0,dark,77.885,-45.867,-2.885,BINARY,BINARY,False,True
755677,full,32.524,dark,75.0,dark,77.885,-45.362,-2.885,BINARY,BINARY,False,True
755678,full,32.895,dark,75.0,dark,77.885,-44.99,-2.885,BINARY,BINARY,False,True
755679,full,31.115,dark,75.0,dark,77.885,-46.77,-2.885,BINARY,BINARY,False,True
755680,full,33.169,dark,75.0,dark,77.885,-44.716,-2.885,BINARY,BINARY,False,True
755681,full,32.448,dark,75.0,dark,77.885,-45.437,-2.885,BINARY,BINARY,False,True
755682,full,33.067,dark,75.0,dark,77.885,-44.818,-2.885,BINARY,BINARY,False,True
755683,full,34.005,dark,75.0,dark,77.885,-43.88,-2.885,BINARY,BINARY,False,True
755684,full,31.205,dark,75.0,dark,77.885,-46.68,-2.885,BINARY,BINARY,False,True
755687,full,31.622,dark,75.0,dark,77.885,-46.263,-2.885,BINARY,BINARY,False,True
755688,full,32.214,dark,75.0,dark,77.885,-45.671,-2.885,BINARY,BINARY,False,True
755689,full,31.1,dark,75.0,dark,77.885,-46.785,-2.885,BINARY,BINARY,False,True
755690,full,30.028,dark,75.0,dark,77.885,-47.857,-2.885,BINARY,BINARY,False,True
755691,full,35.205,dark,75.0,dark,77.885,-42.68,-2.885,BINARY,BINARY,False,True
755692,full,32.886,dark,75.0,dark,77.885,-45.0,-2.885,BINARY,BINARY,False,True
755707,full,32.071,dark,75.0,dark,77.885,-45.814,-2.885,BINARY,BINARY,False,True
755708,full,31.788,dark,75.0,dark,77.885,-46.097,-2.885,BINARY,BINARY,False,True
755709,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755710,full,255.0,light,255.0,light,231.756,23.244,23.244,INV,INV,False,False
755711,full,28.907,dark,75.0,dark,77.885,-48.978,-2.885,BINARY,BINARY,False,True
755712,full,33.689,dark,75.0,dark,77.885,-44.196,-2.885,BINARY,BINARY,False,True
755713,full,34.011,dark,75.0,dark,77.885,-43.875,-2.885,BINARY,BINARY,False,True
